Nombre de Publicación,Estado,Ciudad,Colonia,Avenida,Tipo de propiedad,Tipo de Operación,Condición del Inmueble,Precio,Precio por m2,Moneda,Número de recámaras,Número de baños completos,Número de m2,Unidad de medida,Link de la publicación,Foto de publicación,Real State Agency?,Latitud,Longitud,ID,updated_at
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Portales Sur,CALZADA DE TLALPAN No. 1461 COLONIA PORTALES,Departamento,Venta,not specified,2500186,38464.4,MXN,2,2,65,m²,https://departamento.mercadolibre.com.mx/MLM-886554885-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/802974-MLM45118899860_032021-I.jpg,TRUE,19.364967,-99.14284,MLM886554885,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Carola,Avenida Toltecas,Departamento,Venta,not specified,2500000,38461.53846,MXN,3,2,65,m²,https://departamento.mercadolibre.com.mx/MLM-831597832-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_945616-MLM45387306190_032021-I.jpg,TRUE,19.387035,-99.19324,MLM831597832,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Josefa Ortiz De Domínguez,Calzada de Tlalpan 881,Departamento,Venta,not specified,2515000,38692.30769,MXN,2,2,65,m²,https://departamento.mercadolibre.com.mx/MLM-886554952-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_801521-MLM45118932318_032021-I.jpg,TRUE,19.38785,-99.13909,MLM886554952,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Roma Sur,Avenida Cuauhtémoc,Departamento,Venta,not specified,3000000,46153.84615,MXN,2,2,65,m²,https://departamento.mercadolibre.com.mx/MLM-888160069-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_884975-MLM45157057956_032021-I.jpg,TRUE,19.405628,-99.15532,MLM888160069,04/12/2021
"Departamento Adjudicado, Col. Centro, Alcaldía Cuauhtémoc",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Luís Moya 101,Departamento,Venta,Usado,1540000,24062.5,MXN,2,1,64,m²,https://departamento.mercadolibre.com.mx/MLM-869605178-departamento-adjudicado-col-centro-alcaldia-cuauhtemoc-_JM,http://mlm-s1-p.mlstatic.com/807757-MLM44754113030_012021-I.jpg,TRUE,19.428621,-99.14602,MLM869605178,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Portales Sur,ALAMBRA 73 511,Departamento,Venta,not specified,2818275,44035.54688,MXN,2,2,64,m²,https://departamento.mercadolibre.com.mx/MLM-886551923-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_908554-MLM45118900156_032021-I.jpg,TRUE,19.360504,-99.14496,MLM886551923,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Contadero,Carretera Mexico Toluca,Departamento,Venta,not specified,2900000,45312.5,MXN,1,1,64,m²,https://departamento.mercadolibre.com.mx/MLM-794654387-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/780186-MLM42699305222_072020-I.jpg,TRUE,19.353298,-99.305504,MLM794654387,04/12/2021
"Departamento En Venta Col  Buenavista, Alcaldia Cuauhtémoc, Ciudad De Mexico",Distrito Federal,Cuauhtémoc,Buenavista,,Departamento,Venta,Usado,1100000,17187.5,MXN,2,1,64,m²,https://departamento.mercadolibre.com.mx/MLM-849327647-departamento-en-venta-col-buenavista-alcaldia-cuauhtemoc-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/689547-MLM44302560855_122020-I.jpg,TRUE,19.445875,-99.150475,MLM849327647,04/12/2021
Fermus Departamento En Venta Al Sur De La Ciudad De México,Distrito Federal,Tlalpan,Tlalpan,PERIFERICO SUR  7650,Departamento,Venta,Usado,394136,6158.375,MXN,2,1,64,m²,https://departamento.mercadolibre.com.mx/MLM-874437765-fermus-departamento-en-venta-al-sur-de-la-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/862100-MLM44867956324_022021-I.jpg,TRUE,19.299398,-99.10537,MLM874437765,04/12/2021
"Departamentos En Venta, En Azcapotzalco, Ciudad De México",Distrito Federal,Azcapotzalco,San Juan Tlihuaca,,Departamento,Venta,Usado,2250000,35156.25,MXN,2,1,64,m²,https://departamento.mercadolibre.com.mx/MLM-893590692-departamentos-en-venta-en-azcapotzalco-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_970952-MLM45264212045_032021-I.jpg,TRUE,19.490177,-99.20514,MLM893590692,04/12/2021
"Departamento En Venta, Azcapotzalco, Ciudad De México",Distrito Federal,Azcapotzalco,Del Gas,San Francisco Xocotitla,Departamento,Venta,not specified,2214528,34602,MXN,2,2,64,m²,https://departamento.mercadolibre.com.mx/MLM-807688379-departamento-en-venta-azcapotzalco-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/813683-MLM43229633554_082020-I.jpg,TRUE,19.469563,-99.15672,MLM807688379,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Roma Norte,CHILPANCINGO,Departamento,Venta,not specified,3875560,60555.625,MXN,2,2,64,m²,https://departamento.mercadolibre.com.mx/MLM-758085618-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_906298-MLM40814535385_022020-I.jpg,TRUE,19.406803,-99.16948,MLM758085618,04/12/2021
Departamento En Salamanca Ciudad De México,Distrito Federal,Cuauhtémoc,Roma Norte,Salamanca,Departamento,Venta,Usado,3400000,53968.25397,MXN,1,1,63,m²,https://departamento.mercadolibre.com.mx/MLM-892794566-departamento-en-salamanca-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_829291-MLM45247513743_032021-I.jpg,TRUE,19.420193,-99.16983,MLM892794566,04/12/2021
"Departamento En Venta, Azcapotzalco, Ciudad De México",Distrito Federal,Azcapotzalco,Ampliación Del Gas,Calle 4,Departamento,Venta,not specified,2557000,40587.30159,MXN,2,2,63,m²,https://departamento.mercadolibre.com.mx/MLM-758092175-departamento-en-venta-azcapotzalco-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/805421-MLM40814769898_022020-I.jpg,TRUE,19.46667,-99.156944,MLM758092175,04/12/2021
"Departamento En Venta, Gustavo A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,La Laguna Ticoman,Tecnicos Mecanicos,Departamento,Venta,not specified,2392000,37968.25397,MXN,2,1,63,m²,https://departamento.mercadolibre.com.mx/MLM-897426326-departamento-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_966584-MLM45346149809_032021-I.jpg,TRUE,19.515152,-99.12987,MLM897426326,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Roma Norte,Roma C,Departamento,Venta,not specified,6007250,95353.1746,MXN,2,2,63,m²,https://departamento.mercadolibre.com.mx/MLM-807688316-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_878293-MLM43229268335_082020-I.jpg,TRUE,19.414148,-99.16454,MLM807688316,04/12/2021
Departamento En Venta En El Centro De La Ciudad,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 7,Revillagigedo 89,Departamento,Venta,Usado,2500000,39682.53968,MXN,2,1,63,m²,https://departamento.mercadolibre.com.mx/MLM-899906637-departamento-en-venta-en-el-centro-de-la-ciudad-_JM,http://http2.mlstatic.com/D_657277-MLM45401973956_032021-I.jpg,TRUE,19.428473,-99.14749,MLM899906637,04/12/2021
Venta De Departamento Col. Centro,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,República de Ecuador 72,Departamento,Venta,Usado,2290000,36349.20635,MXN,2,1,63,m²,https://departamento.mercadolibre.com.mx/MLM-767626771-venta-de-departamento-col-centro-_JM,http://http2.mlstatic.com/D_934206-MLM41334171647_042020-I.jpg,TRUE,19.442707,-99.13487,MLM767626771,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Contadero,ARTEGA Y SALAZAR,Departamento,Venta,not specified,3790000,60158.73016,MXN,2,2,63,m²,https://departamento.mercadolibre.com.mx/MLM-871269748-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_971704-MLM44792858322_022021-I.jpg,TRUE,19.347155,-99.29337,MLM871269748,04/12/2021
"Departamento En Venta, Azcapotzalco, Ciudad De México",Distrito Federal,Azcapotzalco,Ampliación Del Gas,"Sabino, Azcapotzalco",Departamento,Venta,not specified,2600000,41269.84127,MXN,2,2,63,m²,https://departamento.mercadolibre.com.mx/MLM-757885926-departamento-en-venta-azcapotzalco-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_964274-MLM40809439672_022020-I.jpg,TRUE,19.46667,-99.156944,MLM757885926,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Granada,Río San Joaquín,Departamento,Venta,not specified,7248792,115060.1905,MXN,1,1,63,m²,https://departamento.mercadolibre.com.mx/MLM-807688421-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_855284-MLM43230184177_082020-I.jpg,TRUE,19.443941,-99.19841,MLM807688421,04/12/2021
Excelente Departamento En El Centro Histórico De La Cdmx,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,REPÚBLICA DE VENEZUELA  77,Departamento,Venta,Usado,1750000,28225.80645,MXN,2,1,62,m²,https://departamento.mercadolibre.com.mx/MLM-820139126-excelente-departamento-en-el-centro-historico-de-la-cdmx-_JM,http://http2.mlstatic.com/D_807498-MLM43535034271_092020-I.jpg,TRUE,19.436804,-99.12838,MLM820139126,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Roma Norte,Coahuila,Departamento,Venta,not specified,4356000,70258.06452,MXN,2,2,62,m²,https://departamento.mercadolibre.com.mx/MLM-807681315-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_666267-MLM43229697867_082020-I.jpg,TRUE,19.411934,-99.15951,MLM807681315,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Carola,Prol. San Antonio,Departamento,Venta,not specified,2755600,44445.16129,MXN,2,2,62,m²,https://departamento.mercadolibre.com.mx/MLM-897432720-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_742530-MLM45346253144_032021-I.jpg,TRUE,19.38321,-99.19695,MLM897432720,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Roma Norte,Roma,Departamento,Venta,not specified,3751000,60500,MXN,2,2,62,m²,https://departamento.mercadolibre.com.mx/MLM-807684415-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_840383-MLM43229690997_082020-I.jpg,TRUE,19.429443,-99.15773,MLM807684415,04/12/2021
"Departamento En Venta, Azcapotzalco, Ciudad De México",Distrito Federal,Azcapotzalco,Del Gas,San Francisco Xocotitla,Departamento,Venta,not specified,2234296,36037.03226,MXN,2,2,62,m²,https://departamento.mercadolibre.com.mx/MLM-758095610-departamento-en-venta-azcapotzalco-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_648748-MLM40814959807_022020-I.jpg,TRUE,19.469563,-99.15672,MLM758095610,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Portales Sur,Trípoli,Departamento,Venta,not specified,3700000,59677.41935,MXN,2,2,62,m²,https://departamento.mercadolibre.com.mx/MLM-897426092-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_934693-MLM45346061864_032021-I.jpg,TRUE,19.36374,-99.15477,MLM897426092,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Los Alpes,Condor,Departamento,Venta,not specified,2790000,45000,MXN,2,1,62,m²,https://departamento.mercadolibre.com.mx/MLM-807682469-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/876361-MLM43229362168_082020-I.jpg,TRUE,19.3614,-99.19452,MLM807682469,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Escandón I Sección,Prosperidad,Departamento,Venta,not specified,3635000,58629.03226,MXN,2,2,62,m²,https://departamento.mercadolibre.com.mx/MLM-897423419-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_611057-MLM45346164059_032021-I.jpg,TRUE,19.401543,-99.17548,MLM897423419,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Granada,Río San Joaquín,Departamento,Venta,not specified,7037628,113510.129,MXN,1,1,62,m²,https://departamento.mercadolibre.com.mx/MLM-807684449-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/998991-MLM43230401611_082020-I.jpg,TRUE,19.443941,-99.19841,MLM807684449,04/12/2021
"Departamento En Venta, Gustavo A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,La Laguna Ticoman,Técnicos Mexicanos 1,Departamento,Venta,Usado,1990000,32096.77419,MXN,1,1,62,m²,https://departamento.mercadolibre.com.mx/MLM-793615692-departamento-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/898280-MLM42642413289_072020-I.jpg,TRUE,19.512684,-99.134094,MLM793615692,04/12/2021
"#venta Depto. 2 Recs. 1 Est., Cerca Ciudadela, Centro, Cdmx",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Av. Morelos,Departamento,Venta,Usado,2900000,46774.19355,MXN,2,1,62,m²,https://departamento.mercadolibre.com.mx/MLM-870079529-venta-depto-2-recs-1-est-cerca-ciudadela-centro-cdmx-_JM,http://http2.mlstatic.com/D_946010-MLM44766145229_012021-I.jpg,TRUE,19.432207,-99.14798,MLM870079529,04/12/2021
"Departamento En Venta, Coyoacán, Ciudad De México",Distrito Federal,Coyoacán,Pueblo de Santa Ursula Coapa,Calzada de Tlalpan,Departamento,Venta,not specified,2350000,37903.22581,MXN,2,1,62,m²,https://departamento.mercadolibre.com.mx/MLM-795054780-departamento-en-venta-coyoacan-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/624487-MLM42725832814_072020-I.jpg,TRUE,19.308903,-99.14207,MLM795054780,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Portales Sur,Trípoli,Departamento,Venta,not specified,3050000,49193.54839,MXN,2,2,62,m²,https://departamento.mercadolibre.com.mx/MLM-897431341-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_810944-MLM45346118092_032021-I.jpg,TRUE,19.36374,-99.15477,MLM897431341,04/12/2021
"Centro, Luis Moya, Departamento, Venta, Cuauhtemoc, Cdmx",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,,Departamento,Venta,Usado,1156100,18952.45902,MXN,2,1,61,m²,https://departamento.mercadolibre.com.mx/MLM-885252973-centro-luis-moya-departamento-venta-cuauhtemoc-cdmx-_JM,http://mlm-s2-p.mlstatic.com/743258-MLM45096744940_032021-I.jpg,TRUE,19.430267,-99.137314,MLM885252973,04/12/2021
Gran Oportunidad Departamento En Venta En Colonia Cuauhtémoc,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,,Departamento,Venta,Nuevo,1850000,30327.86885,MXN,2,1,61,m²,https://departamento.mercadolibre.com.mx/MLM-895064352-gran-oportunidad-departamento-en-venta-en-colonia-cuauhtemoc-_JM,http://http2.mlstatic.com/D_825525-MLM45294836961_032021-I.jpg,TRUE,19.430267,-99.137314,MLM895064352,04/12/2021
Departamento En Venta Col. Cuajimalpa De Morelos Ciudad De México,Distrito Federal,Cuajimalpa De Morelos,Jesús Del Monte,Av Mèxico 359,Departamento,Venta,Usado,3700000,60655.7377,MXN,2,1,61,m²,https://departamento.mercadolibre.com.mx/MLM-793828853-departamento-en-venta-col-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/828405-MLM42655439062_072020-I.jpg,TRUE,19.365744,-99.29831,MLM793828853,04/12/2021
Emilio Dondé Centro (área 1),Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Emilio Dondé,Departamento,Venta,Usado,3560000,58360.65574,MXN,1,1,61,m²,https://departamento.mercadolibre.com.mx/MLM-864485381-emilio-donde-centro-area-1-_JM,http://http2.mlstatic.com/D_654144-MLM45234145370_032021-I.jpg,TRUE,19.430407,-99.14985,MLM864485381,04/12/2021
Centro Departamento Venta  Cuauhtemoc Cdmx.,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Luis Moya,Departamento,Venta,Usado,1534540,25156.39344,MXN,2,1,61,m²,https://departamento.mercadolibre.com.mx/MLM-885255744-centro-departamento-venta-cuauhtemoc-cdmx-_JM,http://http2.mlstatic.com/D_882283-MLM45096744286_032021-I.jpg,TRUE,19.430164,-99.14562,MLM885255744,04/12/2021
"Depto. En Venta Remate Bancario Col. Centro, Cuauhtemoc",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Luis Moya,Departamento,Venta,Usado,1200000,19672.13115,MXN,2,1,61,m²,https://departamento.mercadolibre.com.mx/MLM-892640382-depto-en-venta-remate-bancario-col-centro-cuauhtemoc-_JM,http://http2.mlstatic.com/D_924238-MLM45244415854_032021-I.jpg,TRUE,19.430164,-99.14562,MLM892640382,04/12/2021
"Luis Moya  Col. Centro, Alcaldía Cuauhtémoc",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Luis Moya  00,Departamento,Venta,Usado,1200000,19672.13115,MXN,2,1,61,m²,https://departamento.mercadolibre.com.mx/MLM-852884439-luis-moya-col-centro-alcaldia-cuauhtemoc-_JM,http://mlm-s2-p.mlstatic.com/692269-MLM44389738963_122020-I.jpg,TRUE,19.430538,-99.14569,MLM852884439,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Roma Norte,Av. Chapultepec,Departamento,Venta,not specified,4300000,70491.80328,MXN,2,2,61,m²,https://departamento.mercadolibre.com.mx/MLM-776393240-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_893585-MLM43554799520_092020-I.jpg,TRUE,19.422947,-99.16527,MLM776393240,04/12/2021
Venta Departamento Centro Ciudad De Mexico,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 7,LUIS MOYA 101  EDIF. B  DEPTO 201,Departamento,Venta,Usado,1750000,28688.52459,MXN,2,1,61,m²,https://departamento.mercadolibre.com.mx/MLM-793817246-venta-departamento-centro-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/767424-MLM44039498254_112020-I.jpg,TRUE,19.428621,-99.14602,MLM793817246,04/12/2021
Exclusivo Departamento 2 Recamaras En Centro Historico,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 2,Humbolt 80,Departamento,Venta,Usado,3381000,56106.87023,MXN,2,2,60.26,m²,https://departamento.mercadolibre.com.mx/MLM-897446975-exclusivo-departamento-2-recamaras-en-centro-historico-_JM,http://http2.mlstatic.com/D_703718-MLM42705476633_072020-I.jpg,TRUE,19.432476,-99.148766,MLM897446975,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Verónica Anzures,Anzúres,Departamento,Venta,not specified,3570000,59500,MXN,1,2,60,m²,https://departamento.mercadolibre.com.mx/MLM-845777555-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/610725-MLM44217897760_122020-I.jpg,TRUE,19.436516,-99.17399,MLM845777555,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Portales Sur,MALITZIN,Departamento,Venta,not specified,2485598,41426.63333,MXN,1,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-758085414-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_938312-MLM40814491059_022020-I.jpg,TRUE,19.366037,-99.141556,MLM758085414,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Anzures,Anzurez,Departamento,Venta,not specified,3720000,62000,MXN,1,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-897434233-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_929321-MLM45346505856_032021-I.jpg,TRUE,19.432657,-99.177444,MLM897434233,04/12/2021
"Departamento En Venta, Balderas, Centro.",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Balderas,Departamento,Venta,Usado,2400000,40000,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-902929723-departamento-en-venta-balderas-centro-_JM,http://http2.mlstatic.com/D_856258-MLM45481529595_042021-I.jpg,TRUE,19.431965,-99.147865,MLM902929723,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Juárez,AV MORELOS,Departamento,Venta,not specified,3490000,58166.66667,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-851394789-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/850580-MLM44349588917_122020-I.jpg,TRUE,19.432674,-99.151306,MLM851394789,04/12/2021
"Departamento En Venta, Gustavo A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,Mártires De Río Blanco,NORTE,Departamento,Venta,not specified,1510000,25166.66667,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-807666179-departamento-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/832700-MLM43228413704_082020-I.jpg,TRUE,19.460218,-99.113106,MLM807666179,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Cuajimalpa,Carretera México Toluca,Departamento,Venta,not specified,3550000,59166.66667,MXN,1,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-830481801-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_950108-MLM43813964665_102020-I.jpg,TRUE,19.354095,-99.29353,MLM830481801,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Portales Norte,Eje Central Lázaro Cárdenas,Departamento,Venta,not specified,2845000,47416.66667,MXN,2,2,60,m²,https://departamento.mercadolibre.com.mx/MLM-897430686-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_637761-MLM45346060452_032021-I.jpg,TRUE,19.369112,-99.15006,MLM897430686,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,San Rafael,Alfonso Herrera,Departamento,Venta,not specified,2860800,47680,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-807682600-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_858534-MLM43229265699_082020-I.jpg,TRUE,19.440142,-99.16325,MLM807682600,04/12/2021
Luis Moya Centro (área 1),Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Luis Moya,Departamento,Venta,Usado,2500000,41666.66667,MXN,3,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-877586622-luis-moya-centro-area-1-_JM,http://http2.mlstatic.com/D_966472-MLM45234442828_032021-I.jpg,TRUE,19.430164,-99.14562,MLM877586622,04/12/2021
Bonito Departamento Exterior En Planta Baja .,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 5,Buen Tono 27,Departamento,Venta,Usado,1300000,21666.66667,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-876031821-bonito-departamento-exterior-en-planta-baja--_JM,http://http2.mlstatic.com/D_756513-MLM44924784458_022021-I.jpg,TRUE,19.427155,-99.14386,MLM876031821,04/12/2021
Excelente Oferta. Hermoso Departamento En Puerta Alameda,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 6,Revillagigedo 18,Departamento,Venta,not specified,3500000,58333.33333,MXN,2,2,60,m²,https://departamento.mercadolibre.com.mx/MLM-889342371-excelente-oferta-hermoso-departamento-en-puerta-alameda-_JM,http://http2.mlstatic.com/D_894312-MLM45178660149_032021-I.jpg,FALSE,19.43422,-99.14566,MLM889342371,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Centro De Recepción De Depósitos Masivos Centro,Humboldt,Departamento,Venta,not specified,3510842,58514.03333,MXN,2,2,60,m²,https://departamento.mercadolibre.com.mx/MLM-795409112-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_952281-MLM42739750111_072020-I.jpg,TRUE,19.435,-99.14821,MLM795409112,04/12/2021
Departamento En Venta Cuauhtemoc Centro,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 2,Balderas 136,Departamento,Venta,Usado,2495000,41583.33333,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-793800309-departamento-en-venta-cuauhtemoc-centro-_JM,http://http2.mlstatic.com/D_868839-MLM43701093766_102020-I.jpg,TRUE,19.42825,-99.148506,MLM793800309,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Anahuac II Sección,Lago Zirahuen,Departamento,Venta,not specified,1745000,29083.33333,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-895717413-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_617928-MLM45305628067_032021-I.jpg,TRUE,19.444214,-99.17302,MLM895717413,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Obrera,Eje Central,Departamento,Venta,not specified,1807750,30129.16667,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-784580478-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/869283-MLM42175669035_062020-I.jpg,TRUE,19.415176,-99.143845,MLM784580478,04/12/2021
Lb Departamento Venta Centro Cuahtemoc Cdmx,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Luis Moya 101,Departamento,Venta,Usado,1134800,18913.33333,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-806257427-lb-departamento-venta-centro-cuahtemoc-cdmx-_JM,http://http2.mlstatic.com/D_668374-MLM43189695180_082020-I.jpg,TRUE,19.428638,-99.14592,MLM806257427,04/12/2021
