Nombre de Publicación,Estado,Ciudad,Colonia,Avenida,Tipo de propiedad,Tipo de Operación,Condición del Inmueble,Precio,Precio por m2,Moneda,Número de recámaras,Número de baños completos,Número de m2,Unidad de medida,Link de la publicación,Foto de publicación,Real State Agency?,Latitud,Longitud,ID,updated_at
Ac ¡la Mejor Opción Para Tu Futuro! Depto En Remate Bancario,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,República de Venezuela 31,Departamento,Venta,Usado,595990,9933.166667,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-807497471-ac-la-mejor-opcion-para-tu-futuro-depto-en-remate-bancario-_JM,http://mlm-s2-p.mlstatic.com/945660-MLM43224071127_082020-I.jpg,TRUE,19.43719,-99.130745,MLM807497471,04/12/2021
"Mlm Depto.  Centro, Cuauhtémoc .  Remate",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 3,REPUBLICA DE VENEZUELA  31,Departamento,Venta,Usado,595750,9929.166667,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-861141524-mlm-depto-centro-cuauhtemoc-remate-_JM,http://http2.mlstatic.com/D_670170-MLM44275213367_122020-I.jpg,TRUE,19.43719,-99.130745,MLM861141524,04/12/2021
Jmc Venta Departamento Cuauhtemoc Col Centro,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,TIZAPAN 22,Departamento,Venta,Usado,705800,11763.33333,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-799655198-jmc-venta-departamento-cuauhtemoc-col-centro-_JM,http://mlm-s1-p.mlstatic.com/854012-MLM42939626675_072020-I.jpg,TRUE,19.425087,-99.14171,MLM799655198,04/12/2021
Departamento Para Estrenar En El Centro De La Cdmx.entrega Inmediata,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 4,Balderas,Departamento,Venta,Nuevo,2735000,45583.33333,MXN,2,2,60,m²,https://departamento.mercadolibre.com.mx/MLM-905196229-departamento-para-estrenar-en-el-centro-de-la-cdmxentrega-inmediata-_JM,http://http2.mlstatic.com/D_737178-MLM45536250615_042021-I.jpg,TRUE,19.430391,-99.161575,MLM905196229,04/12/2021
República De Venezuela República De Venezuela Cuauhtémoc,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,República de Venezuela 00,Departamento,Venta,Usado,560000,9333.333333,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-852904584-republica-de-venezuela-republica-de-venezuela-cuauhtemoc-_JM,http://mlm-s1-p.mlstatic.com/940223-MLM44389978731_122020-I.jpg,TRUE,19.437286,-99.1306,MLM852904584,04/12/2021
Depto. Luis Moya No.101,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,luis moya 101,Departamento,Venta,Usado,1085870,18097.83333,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-807075595-depto-luis-moya-no101-_JM,http://mlm-s2-p.mlstatic.com/839788-MLM43211127022_082020-I.jpg,TRUE,19.428638,-99.14592,MLM807075595,04/12/2021
Ac ¡venta Especial! Departamento En  Col. Centro,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Tizapan 22,Departamento,Venta,Usado,705990,11766.5,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-821230637-ac-venta-especial-departamento-en-col-centro-_JM,http://mlm-s2-p.mlstatic.com/737204-MLM43559538632_092020-I.jpg,TRUE,19.42526,-99.14131,MLM821230637,04/12/2021
Gran Oportunidad De Departamento En Ctro Histórico En Remate,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,República de Venezuela 31,Departamento,Venta,Usado,595750,9929.166667,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-846520911-gran-oportunidad-de-departamento-en-ctro-historico-en-remate-_JM,http://http2.mlstatic.com/D_615573-MLM44235347136_122020-I.jpg,TRUE,19.43719,-99.130745,MLM846520911,04/12/2021
Departamento En Venta Col. Centro   ( Mrs ),Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,PLAZA SAN LAZARO  46,Departamento,Venta,Usado,650000,10833.33333,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-869086924-departamento-en-venta-col-centro-mrs--_JM,http://http2.mlstatic.com/D_909360-MLM44742358806_012021-I.jpg,TRUE,19.43182,-99.12086,MLM869086924,04/12/2021
"Departamento En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,San Lorenzo Huipulco,CALLE UNIDAD,Departamento,Venta,not specified,2900000,48333.33333,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-888160222-departamento-en-venta-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_893195-MLM45157079575_032021-I.jpg,TRUE,19.291666,-99.14726,MLM888160222,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,,Revillagigedo,Departamento,Venta,not specified,3626247,60437.45,MXN,1,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-897389042-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_922911-MLM45344350295_032021-I.jpg,TRUE,19.431227,-99.14659,MLM897389042,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Centro De Recepción De Depósitos Masivos Centro,Luis Moya,Departamento,Venta,not specified,1650000,27500,MXN,2,1,60,m²,https://departamento.mercadolibre.com.mx/MLM-830825629-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_675353-MLM43823599157_102020-I.jpg,TRUE,19.430927,-99.145485,MLM830825629,04/12/2021
Departamento Para Estrenar En El Centro De La Cdmx.entrega Inmediata,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 4,Balderas,Departamento,Venta,Nuevo,2735000,45583.33333,MXN,2,2,60,m²,https://departamento.mercadolibre.com.mx/MLM-829160476-departamento-para-estrenar-en-el-centro-de-la-cdmxentrega-inmediata-_JM,http://mlm-s1-p.mlstatic.com/904334-MLM43776518963_102020-I.jpg,TRUE,19.435635,-99.14951,MLM829160476,04/12/2021
Oportunidad Remate Judicial,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,LUIS MOYA  101,Departamento,Venta,Usado,677333,11294.5306,MXN,1,1,59.97,m²,https://departamento.mercadolibre.com.mx/MLM-832161438-oportunidad-remate-judicial-_JM,http://http2.mlstatic.com/D_607957-MLM43873273221_102020-I.jpg,TRUE,19.428621,-99.14602,MLM832161438,04/12/2021
"Departamento En Venta, Azcapotzalco, Ciudad De México",Distrito Federal,Azcapotzalco,Del Gas,San Francisco Xocotitla,Departamento,Venta,not specified,2392260,40546.77966,MXN,2,2,59,m²,https://departamento.mercadolibre.com.mx/MLM-807688412-departamento-en-venta-azcapotzalco-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_787958-MLM43230038467_082020-I.jpg,TRUE,19.469563,-99.15672,MLM807688412,04/12/2021
"Departamento En Venta, Azcapotzalco, Ciudad De México",Distrito Federal,Azcapotzalco,Del Gas,San Francisco Xocotitla,Departamento,Venta,not specified,2483232,42088.67797,MXN,2,2,59,m²,https://departamento.mercadolibre.com.mx/MLM-807681297-departamento-en-venta-azcapotzalco-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/958319-MLM43230241018_082020-I.jpg,TRUE,19.469563,-99.15672,MLM807681297,04/12/2021
Iturbide Centro (área 1),Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Iturbide,Departamento,Venta,Usado,2570000,43559.32203,MXN,2,1,59,m²,https://departamento.mercadolibre.com.mx/MLM-812909602-iturbide-centro-area-1-_JM,http://http2.mlstatic.com/D_951632-MLM45234311701_032021-I.jpg,TRUE,19.433634,-99.14916,MLM812909602,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Santa María La Ribera,Trebol,Departamento,Venta,not specified,2494000,42271.18644,MXN,2,1,59,m²,https://departamento.mercadolibre.com.mx/MLM-758089538-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_983572-MLM40814666011_022020-I.jpg,TRUE,19.454676,-99.15588,MLM758089538,04/12/2021
"Departamento En Venta, Venustiano Carranza, Ciudad De México",Distrito Federal,Venustiano Carranza,Valle Gómez,Ville Gómez,Departamento,Venta,not specified,900000,15517.24138,MXN,2,1,58,m²,https://departamento.mercadolibre.com.mx/MLM-700084380-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,,TRUE,19.45886,-99.11947,MLM700084380,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Olivar De Los Padres,Av. de las Torres,Departamento,Venta,not specified,3200000,55172.41379,MXN,1,1,58,m²,https://departamento.mercadolibre.com.mx/MLM-758132502-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_761030-MLM40815785769_022020-I.jpg,TRUE,19.335655,-99.2269,MLM758132502,04/12/2021
Bucareli Centro (área 4),Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 4,Bucareli,Departamento,Venta,Usado,2950000,50862.06897,MXN,1,1,58,m²,https://departamento.mercadolibre.com.mx/MLM-871998116-bucareli-centro-area-4-_JM,http://http2.mlstatic.com/D_811822-MLM45233894259_032021-I.jpg,TRUE,19.430391,-99.161575,MLM871998116,04/12/2021
"Venta Departamento Torres San Antonio,ciudad De México",Distrito Federal,Alvaro Obregón,Carola,,Departamento,Venta,Usado,1900000,32758.62069,MXN,2,1,58,m²,https://departamento.mercadolibre.com.mx/MLM-866557080-venta-departamento-torres-san-antoniociudad-de-mexico-_JM,http://http2.mlstatic.com/D_827428-MLM44676405837_012021-I.jpg,TRUE,19.385029,-99.194405,MLM866557080,04/12/2021
"Departamento En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Héroes De Padierna,Akil,Departamento,Venta,not specified,1600000,27586.2069,MXN,2,2,58,m²,https://departamento.mercadolibre.com.mx/MLM-807665199-departamento-en-venta-tlalpan-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/623885-MLM43228388360_082020-I.jpg,TRUE,19.281864,-99.22164,MLM807665199,04/12/2021
"Departamento En Venta, Alvaro Obregon, Ciudad De México",Distrito Federal,Alvaro Obregón,Carola,Nelli Campobello 129,Departamento,Venta,Usado,1890000,32586.2069,MXN,2,1,58,m²,https://departamento.mercadolibre.com.mx/MLM-788411779-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/742176-MLM42319334765_062020-I.jpg,TRUE,19.383797,-99.197174,MLM788411779,04/12/2021
"Departamento En Venta, Iztacalco, Ciudad De México",Distrito Federal,Iztacalco,Agrícola Pantitlan,CALLE 3,Departamento,Venta,not specified,990000,17068.96552,MXN,3,1,58,m²,https://departamento.mercadolibre.com.mx/MLM-886558150-departamento-en-venta-iztacalco-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_803656-MLM45118898558_032021-I.jpg,TRUE,19.41373,-99.06448,MLM886558150,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Carola,Nellie Campobello,Departamento,Venta,not specified,2150000,37068.96552,MXN,3,1,58,m²,https://departamento.mercadolibre.com.mx/MLM-860258032-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/787081-MLM44886460488_022021-I.jpg,TRUE,19.386227,-99.194954,MLM860258032,04/12/2021
"Departamento En Venta, Venustiano Carranza, Ciudad De México",Distrito Federal,Venustiano Carranza,Valle Gómez,Valenciana,Departamento,Venta,not specified,850000,14655.17241,MXN,2,1,58,m²,https://departamento.mercadolibre.com.mx/MLM-700073751-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/843824-MLM31481750500_072019-I.jpg,TRUE,19.454844,-99.11622,MLM700073751,04/12/2021
"Departamento Super Centrico, A Solo 5 Cuadras De Av.  Insurgentes Y Reforma",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 2,Bucareli 136 Dpto A004,Departamento,Venta,Usado,3550000,61206.89655,MXN,2,2,58,m²,https://departamento.mercadolibre.com.mx/MLM-812307799-departamento-super-centrico-a-solo-5-cuadras-de-av-insurgentes-y-reforma-_JM,http://mlm-s2-p.mlstatic.com/811194-MLM43346252696_092020-I.jpg,TRUE,19.428099,-99.152466,MLM812307799,04/12/2021
"Departamento En Venta, Gustavo A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,Magdalena De Las Salinas,Norte 15 A 4811,Departamento,Venta,Usado,1850000,32456.14035,MXN,1,1,57,m²,https://departamento.mercadolibre.com.mx/MLM-893289789-departamento-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_962616-MLM45257882216_032021-I.jpg,TRUE,19.478039,-99.14741,MLM893289789,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Reforma Social,Calle Privada de San Isidro,Departamento,Venta,not specified,3823000,67070.17544,MXN,1,1,57,m²,https://departamento.mercadolibre.com.mx/MLM-738048384-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_778681-MLM32887135452_112019-I.jpg,TRUE,19.433498,-99.21168,MLM738048384,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Tabacalera,Ramon Alcazar,Departamento,Venta,not specified,3874500,67973.68421,MXN,1,1,57,m²,https://departamento.mercadolibre.com.mx/MLM-758094211-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_777429-MLM40814480510_022020-I.jpg,TRUE,19.436388,-99.15232,MLM758094211,04/12/2021
"Departamento En Venta, Iztacalco, Ciudad De México",Distrito Federal,Iztacalco,Granjas México,Av Te,Departamento,Venta,not specified,2600000,45614.03509,MXN,2,1,57,m²,https://departamento.mercadolibre.com.mx/MLM-829666746-departamento-en-venta-iztacalco-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/609683-MLM43792055760_102020-I.jpg,TRUE,19.395657,-99.09312,MLM829666746,04/12/2021
"Departamento En Venta, Iztacalco, Ciudad De México",Distrito Federal,Iztacalco,Agrícola Oriental,Oriente 229B,Departamento,Venta,not specified,1600000,28070.17544,MXN,2,1,57,m²,https://departamento.mercadolibre.com.mx/MLM-897430732-departamento-en-venta-iztacalco-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_964635-MLM45346064221_032021-I.jpg,TRUE,19.39314,-99.08042,MLM897430732,04/12/2021
Bucareli Centro (área 4),Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 4,Bucareli,Departamento,Venta,Usado,3180000,55789.47368,MXN,2,2,57,m²,https://departamento.mercadolibre.com.mx/MLM-868949835-bucareli-centro-area-4-_JM,http://http2.mlstatic.com/D_751720-MLM45234010962_032021-I.jpg,TRUE,19.430391,-99.161575,MLM868949835,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Vértiz Narvarte,RAFAEL MARTINEZ,Departamento,Venta,not specified,2070000,36315.78947,MXN,2,2,57,m²,https://departamento.mercadolibre.com.mx/MLM-807667800-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_895455-MLM43229186665_082020-I.jpg,TRUE,19.380745,-99.155304,MLM807667800,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Santa María La Ribera,Dr Atl,Departamento,Venta,not specified,3400000,60714.28571,MXN,1,1,56,m²,https://departamento.mercadolibre.com.mx/MLM-809343416-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_899429-MLM43296222267_082020-I.jpg,TRUE,19.447393,-99.15656,MLM809343416,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Las Tinajas,Vasco de Quiroga,Departamento,Venta,not specified,3850000,68750,MXN,1,1,56,m²,https://departamento.mercadolibre.com.mx/MLM-841024009-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_650309-MLM44113143931_112020-I.jpg,TRUE,19.354256,-99.283226,MLM841024009,04/12/2021
"Departamento En Venta, Azcapotzalco, Ciudad De México",Distrito Federal,Azcapotzalco,Del Gas,San Francisco Xocotitla,Departamento,Venta,not specified,2026663,36190.41071,MXN,2,1,56,m²,https://departamento.mercadolibre.com.mx/MLM-807688424-departamento-en-venta-azcapotzalco-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_794187-MLM43230946305_082020-I.jpg,TRUE,19.469563,-99.15672,MLM807688424,04/12/2021
"Departamento En Venta, Azcapotzalco, Ciudad De México",Distrito Federal,Azcapotzalco,Del Gas,San Francisco Xocotitla 119,Departamento,Venta,not specified,2136775,38156.69643,MXN,2,2,56,m²,https://departamento.mercadolibre.com.mx/MLM-886554865-departamento-en-venta-azcapotzalco-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/902864-MLM45118896963_032021-I.jpg,TRUE,19.468952,-99.15463,MLM886554865,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Anahuac II Sección,Lago Mayor,Departamento,Venta,not specified,2576000,46000,MXN,2,1,56,m²,https://departamento.mercadolibre.com.mx/MLM-897430502-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_759324-MLM45346045729_032021-I.jpg,TRUE,19.445827,-99.18606,MLM897430502,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Anahuac II Sección,LAGO ALBERTO,Departamento,Venta,not specified,4300000,76785.71429,MXN,1,1,56,m²,https://departamento.mercadolibre.com.mx/MLM-758097938-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/741024-MLM40814737460_022020-I.jpg,TRUE,19.439753,-99.184204,MLM758097938,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Contadero,carretera México - Toluca,Departamento,Venta,not specified,3184048,56858,MXN,1,1,56,m²,https://departamento.mercadolibre.com.mx/MLM-780439936-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_909146-MLM42002459212_052020-I.jpg,TRUE,19.353298,-99.305504,MLM780439936,04/12/2021
"Departamento En Venta, Iturbide, Centro.",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Irturbide,Departamento,Venta,Usado,2595000,46339.28571,MXN,2,1,56,m²,https://departamento.mercadolibre.com.mx/MLM-893320389-departamento-en-venta-iturbide-centro-_JM,http://http2.mlstatic.com/D_793484-MLM45259672531_032021-I.jpg,TRUE,19.433634,-99.14916,MLM893320389,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Santa María La Ribera,Eligio Ancona,Departamento,Venta,not specified,2409000,43017.85714,MXN,2,1,56,m²,https://departamento.mercadolibre.com.mx/MLM-758096841-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/885374-MLM40814881908_022020-I.jpg,TRUE,19.452518,-99.15704,MLM758096841,04/12/2021
Venta Departamento Ph-4 Roma Norte Cuauhtémoc Ciudad De México Zona Condesa Zacatecas,Distrito Federal,Cuauhtémoc,Cuauhtémoc,Zacatecas,Departamento,Venta,Nuevo,4438712,79262.71429,MXN,1,1,56,m²,https://departamento.mercadolibre.com.mx/MLM-879768885-venta-departamento-ph-4-roma-norte-cuauhtemoc-ciudad-de-mexico-zona-condesa-zacatecas-_JM,http://mlm-s2-p.mlstatic.com/718581-MLM45006264838_022021-I.jpg,TRUE,19.41584,-99.159676,MLM879768885,04/12/2021
Depto Atras Del Jardin  Del Museo De San Carlos,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,IGNACIO MARISCAL 68,Departamento,Venta,Usado,1150000,20705.79762,MXN,2,1,55.54,m²,https://departamento.mercadolibre.com.mx/MLM-876424127-depto-atras-del-jardin-del-museo-de-san-carlos-_JM,http://http2.mlstatic.com/D_720826-MLM43188659733_082020-I.jpg,TRUE,19.437342,-99.15198,MLM876424127,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Olivar De Los Padres,Avenida de las Torres,Departamento,Venta,not specified,2950000,53636.36364,MXN,1,1,55,m²,https://departamento.mercadolibre.com.mx/MLM-758237951-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_758976-MLM44009466796_112020-I.jpg,TRUE,19.335655,-99.2269,MLM758237951,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Legaría,Legaria,Departamento,Venta,not specified,1880000,34181.81818,MXN,1,1,55,m²,https://departamento.mercadolibre.com.mx/MLM-830504439-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/936544-MLM43815012636_102020-I.jpg,TRUE,19.454683,-99.19337,MLM830504439,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Anahuac I Sección,Lago Zirahuen,Departamento,Venta,not specified,2390000,43454.54545,MXN,2,1,55,m²,https://departamento.mercadolibre.com.mx/MLM-862904779-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_894225-MLM43542968377_092020-I.jpg,TRUE,19.444214,-99.17302,MLM862904779,04/12/2021
