Nombre de Publicación,Tipo de Inmueble,Estado,Ciudad,Colonia,Latitud,Longitud,Número de m2,Unidad de medida,Precio,Moneda,Link de la publicación
Departamento Venta Remate Bancario Col Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.401089,-99.16839,110,m²,"950,000",MXN,https://departamento.mercadolibre.com.mx/MLM-825671980-departamento-venta-remate-bancario-col-roma-sur-_JM
Departamento Remate Bancario Frente Metrobus Viaducto,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.401089,-99.16839,110,m²,"950,000",MXN,https://departamento.mercadolibre.com.mx/MLM-823796279-departamento-remate-bancario-frente-metrobus-viaducto-_JM
Remato Departamento,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.401089,-99.16839,110,m²,"950,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826967649-remato-departamento-_JM
Departamento En Venta En La Colonia Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.406803,-99.16948,134,m²,"4,990,000",MXN,https://departamento.mercadolibre.com.mx/MLM-825565816-departamento-en-venta-en-la-colonia-roma-sur-_JM
Rt Excelente Oportunidad Venta De Departamento Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.408709,-99.16081,140,m²,"5,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-792799431-rt-excelente-oportunidad-venta-de-departamento-roma-sur-_JM
Recuperacion Bancaria Departamento En Col Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405886,-99.161575,75,m²,"1,271,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826012029-recuperacion-bancaria-departamento-en-col-roma-sur-_JM
"Departamento En Remate, En Col.  Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405886,-99.161575,75,m²,"1,271,389",MXN,https://departamento.mercadolibre.com.mx/MLM-823768651-departamento-en-remate-en-col-roma-sur-_JM
Remato Departamento En La Roma Gcz,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.423996,-99.15701,120,m²,"1,095,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826972189-remato-departamento-en-la-roma-gcz-_JM
Vendo Hermoso Departamento Roma Sur Excelente Ubicacion,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.401785,-99.1688,147,m²,"1,947,502",MXN,https://departamento.mercadolibre.com.mx/MLM-826660313-vendo-hermoso-departamento-roma-sur-excelente-ubicacion-_JM
"(s) Venta Departamento En Salina Cruz, Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,85,m²,"6,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-822059132-s-venta-departamento-en-salina-cruz-roma-sur-_JM
Preventa Exclusiva En La Colonia Roma Sur Con BalcÃ³n! 102pab,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.411304,-99.16105,74,m²,"4,945,000",MXN,https://departamento.mercadolibre.com.mx/MLM-819625659-preventa-exclusiva-en-la-colonia-roma-sur-con-balcon-102pab-_JM
"Departamento En Venta, Roma",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,74,m²,"3,567,000",MXN,https://departamento.mercadolibre.com.mx/MLM-810700902-departamento-en-venta-roma-_JM
Hermoso Departamento En La Roma Cerca Hospital Dalinde Lare,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405886,-99.161575,75,m²,"1,271,389",MXN,https://departamento.mercadolibre.com.mx/MLM-826722104-hermoso-departamento-en-la-roma-cerca-hospital-dalinde-lare-_JM
Remate Bancario Adjudicado En Col Roma Sur Inversion Segura,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.418518,-99.16135,148,m²,"2,767,000",MXN,https://departamento.mercadolibre.com.mx/MLM-828738199-remate-bancario-adjudicado-en-col-roma-sur-inversion-segura-_JM
Â¡Â¡gran Remate De Departamento Adjudicado En La Roma!! Kl,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.418518,-99.16135,148,m²,"2,767,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826965957-gran-remate-de-departamento-adjudicado-en-la-roma-kl-_JM
Remate Departamento En Roma Sur A 1 Calle De Insurgentes,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.401089,-99.16839,110,m²,"950,000",MXN,https://departamento.mercadolibre.com.mx/MLM-825666076-remate-departamento-en-roma-sur-a-1-calle-de-insurgentes-_JM
"Mm Se Vende Casa En La Colonia Roma Sur, Cuauhtemoc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.418518,-99.16135,1,m²,"3,245,000",MXN,https://departamento.mercadolibre.com.mx/MLM-808186606-mm-se-vende-casa-en-la-colonia-roma-sur-cuauhtemoc-cdmx-_JM
Iguala 31 Excelente Departamento Nuevo En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.401304,-99.1674,198,m²,"6,900,000",MXN,https://departamento.mercadolibre.com.mx/MLM-773030093-iguala-31-excelente-departamento-nuevo-en-roma-sur-_JM
"Departamento En Remate, En Roma Sur. Ro",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405886,-99.161575,150,m²,"1,271,389",MXN,https://departamento.mercadolibre.com.mx/MLM-827084822-departamento-en-remate-en-roma-sur-ro-_JM
Remato Departamento En Col. Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.401089,-99.16839,110,m²,"950,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826303582-remato-departamento-en-col-roma-_JM
Ph En Venta En MinatitlÃ¡n En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.407177,-99.16471,170,m²,"7,900,000",MXN,https://departamento.mercadolibre.com.mx/MLM-783489189-ph-en-venta-en-minatitlan-en-roma-sur-_JM
Remato Departamento Junto  A Metro Centro Medico Db,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405886,-99.161575,80,m²,"1,271,400",MXN,https://departamento.mercadolibre.com.mx/MLM-824573119-remato-departamento-junto-a-metro-centro-medico-db-_JM
"Venta De Pent House Roma Sur, Entrega Inmediata",Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.419525,-99.16255,248,m²,"8,840,000",MXN,https://departamento.mercadolibre.com.mx/MLM-759594139-venta-de-pent-house-roma-sur-entrega-inmediata-_JM
Skg Vende Departamentos En Colonia Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.39498,-99.13173,95,m²,"4,640,001",MXN,https://departamento.mercadolibre.com.mx/MLM-763183604-skg-vende-departamentos-en-colonia-roma-_JM
Departamentos En Aguascalientes Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40853,-99.166046,145,m²,"8,558,032",MXN,https://departamento.mercadolibre.com.mx/MLM-800036792-departamentos-en-aguascalientes-roma-sur-_JM
Preventa Departamentos En La Colonia Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,109,m²,"7,360,000",MXN,https://departamento.mercadolibre.com.mx/MLM-768598017-preventa-departamentos-en-la-colonia-roma-sur-_JM
Departamento Roma Sur Con Entrega Inmediata,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.419525,-99.16255,12,m²,"7,030,000",MXN,https://departamento.mercadolibre.com.mx/MLM-759594280-departamento-roma-sur-con-entrega-inmediata-_JM
Lb Departamento Venta Roma Sur Cuauhtemoc Cdmx,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40398,-99.16761,100,m²,"4,377,700",MXN,https://departamento.mercadolibre.com.mx/MLM-802100314-lb-departamento-venta-roma-sur-cuauhtemoc-cdmx-_JM
Estrene Departamento En La Colonia Roma Norte De Super Lujo,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.417364,-99.159454,108,m²,"9,410,885",MXN,https://departamento.mercadolibre.com.mx/MLM-754077114-estrene-departamento-en-la-colonia-roma-norte-de-super-lujo-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,129,m²,"12,915,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799274137-departamento-roma-sur-_JM
Preventa Departamentos En La Colonia Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,191,m²,"10,890,000",MXN,https://departamento.mercadolibre.com.mx/MLM-768593968-preventa-departamentos-en-la-colonia-roma-sur-_JM
Departamento 301 En Preventa En Roma Sur Con Roof Garden,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,169,m²,"7,900,000",MXN,https://departamento.mercadolibre.com.mx/MLM-766961916-departamento-301-en-preventa-en-roma-sur-con-roof-garden-_JM
Preventa Departamentos En La Colonia Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,114,m²,"7,955,000",MXN,https://departamento.mercadolibre.com.mx/MLM-768589318-preventa-departamentos-en-la-colonia-roma-sur-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,93,m²,"8,192,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799267835-departamento-roma-sur-_JM
Departamento En Venta En La Roma Ru,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.402925,-99.168045,111,m²,"6,580,413",MXN,https://departamento.mercadolibre.com.mx/MLM-781267801-departamento-en-venta-en-la-roma-ru-_JM
Jrp Se Vende Departamento En Roma Sur Cuauhtemoc,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.418518,-99.16135,50,m²,"3,245,000",MXN,https://departamento.mercadolibre.com.mx/MLM-811302960-jrp-se-vende-departamento-en-roma-sur-cuauhtemoc-_JM
"Departamento En Venta, Brezzo Chilpancingo,roma Sur,cdmx , CuahutÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,66,m²,"4,350,000",MXN,https://departamento.mercadolibre.com.mx/MLM-808578164-departamento-en-venta-brezzo-chilpancingoroma-surcdmx-cuahutemoc-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,93,m²,"5,673,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799270576-departamento-roma-sur-_JM
Hermoso Departamento En Pre-venta De 222 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,222,m²,"11,655,000",MXN,https://departamento.mercadolibre.com.mx/MLM-822346244-hermoso-departamento-en-pre-venta-de-222-m2-en-roma-sur-_JM
"Departamento En Venta En Medellin, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,94,m²,"5,655,600",MXN,https://departamento.mercadolibre.com.mx/MLM-819215746-departamento-en-venta-en-medellin-roma-sur-cuauhtemoc-cdmx-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,94,m²,"6,110,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799274126-departamento-roma-sur-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,81,m²,"5,265,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799270550-departamento-roma-sur-_JM
Hermoso Departamento En Pre-venta De 222 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.402777,-99.16847,222,m²,"11,655,000",MXN,https://departamento.mercadolibre.com.mx/MLM-822013675-hermoso-departamento-en-pre-venta-de-222-m2-en-roma-sur-_JM
"Departamento En Venta, Brezzo Chilpancingo,roma Sur,cdmx , CuahutÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,141,m²,"7,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-808578163-departamento-en-venta-brezzo-chilpancingoroma-surcdmx-cuahutemoc-_JM
"Departamento En Venta, Brezzo Chilpancingo,roma Sur,cdmx , CuahutÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,99,m²,"4,850,000",MXN,https://departamento.mercadolibre.com.mx/MLM-808573861-departamento-en-venta-brezzo-chilpancingoroma-surcdmx-cuahutemoc-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,90,m²,"5,760,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799270581-departamento-roma-sur-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,93,m²,"6,267,750",MXN,https://departamento.mercadolibre.com.mx/MLM-799270569-departamento-roma-sur-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,93,m²,"5,952,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799270555-departamento-roma-sur-_JM
Departamento En Venta En Roma Sur # 19-1431,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,111,m²,"6,580,413",MXN,https://departamento.mercadolibre.com.mx/MLM-781274822-departamento-en-venta-en-roma-sur-19-1431-_JM
Hermoso Departamento En Pre-venta De 113 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,113,m²,"7,033,928",MXN,https://departamento.mercadolibre.com.mx/MLM-826474073-hermoso-departamento-en-pre-venta-de-113-m2-en-roma-sur-_JM
Vendo Departamento En Baja California Col Roma Remato Rzp,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405886,-99.161575,75,m²,"1,271,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826307881-vendo-departamento-en-baja-california-col-roma-remato-rzp-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,93,m²,"7,808,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799267834-departamento-roma-sur-_JM
Departamento - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,93,m²,"6,237,250",MXN,https://departamento.mercadolibre.com.mx/MLM-799270570-departamento-roma-sur-_JM
Nuevo Y Exclusivo Departamento En Preventa 163m2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,163,m²,"13,294,000",MXN,https://departamento.mercadolibre.com.mx/MLM-828416080-nuevo-y-exclusivo-departamento-en-preventa-163m2-en-roma-sur-_JM
Hermoso Departamento En Pre-venta De 181 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,181,m²,"10,683,750",MXN,https://departamento.mercadolibre.com.mx/MLM-828422449-hermoso-departamento-en-pre-venta-de-181-m2-en-roma-sur-_JM
Hermoso Departamento En Pre-venta De 112 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,112,m²,"6,971,681",MXN,https://departamento.mercadolibre.com.mx/MLM-828413887-hermoso-departamento-en-pre-venta-de-112-m2-en-roma-sur-_JM
"Departamento Venta Nayarit, Roma Sur ",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.409822,-99.16214,77,m²,"4,610,000",MXN,https://departamento.mercadolibre.com.mx/MLM-829160460-departamento-venta-nayarit-roma-sur-_JM
Hermoso Departamento En Pre-venta De 149 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,149,m²,"9,738,750",MXN,https://departamento.mercadolibre.com.mx/MLM-828419409-hermoso-departamento-en-pre-venta-de-149-m2-en-roma-sur-_JM
Hermoso Departamento En Pre-venta De 222 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,222,m²,"11,655,000",MXN,https://departamento.mercadolibre.com.mx/MLM-828413888-hermoso-departamento-en-pre-venta-de-222-m2-en-roma-sur-_JM
Hermoso Departamento En Pre-venta De 113 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,113,m²,"7,033,928",MXN,https://departamento.mercadolibre.com.mx/MLM-828413886-hermoso-departamento-en-pre-venta-de-113-m2-en-roma-sur-_JM
Se Vende Departamento En Col. Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.414816,-99.16032,97,m²,"3,890,000",MXN,https://departamento.mercadolibre.com.mx/MLM-793821029-se-vende-departamento-en-col-roma-sur-_JM
Hermoso Departamento En Pre-venta De 112 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,112,m²,"6,971,681",MXN,https://departamento.mercadolibre.com.mx/MLM-826475043-hermoso-departamento-en-pre-venta-de-112-m2-en-roma-sur-_JM
Departamento En Venta Col  Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.413044,-99.15972,206,m²,"10,100,000",MXN,https://departamento.mercadolibre.com.mx/MLM-802192436-departamento-en-venta-col-roma-_JM
Departamento En Venta - Colonia Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,90,m²,"5,653,287",MXN,https://departamento.mercadolibre.com.mx/MLM-814504149-departamento-en-venta-colonia-roma-_JM
Jrl Se Vende Departamento En Roma Sur Cdmx Gran Ubicacion,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,80,m²,"1,455,000",MXN,https://departamento.mercadolibre.com.mx/MLM-802562654-jrl-se-vende-departamento-en-roma-sur-cdmx-gran-ubicacion-_JM
"Vendo Departamento Para Estrenar, Colonia Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,110,m²,"5,250,000",MXN,https://departamento.mercadolibre.com.mx/MLM-824980268-vendo-departamento-para-estrenar-colonia-roma-sur-_JM
Departamento. Venta. Roma Sur Cuauhtemoc,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40302,-99.1687,67,m²,"4,350,000",MXN,https://departamento.mercadolibre.com.mx/MLM-784419780-departamento-venta-roma-sur-cuauhtemoc-_JM
"Av Se Vende Bonito Departamento En Roma Sur, CuauhtÃ©moc.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,60,m²,"1,252,889",MXN,https://departamento.mercadolibre.com.mx/MLM-802485092-av-se-vende-bonito-departamento-en-roma-sur-cuauhtemoc-_JM
"Av Se Vende Bonito Departamento En Roma Sur, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,60,m²,"1,455,000",MXN,https://departamento.mercadolibre.com.mx/MLM-802491976-av-se-vende-bonito-departamento-en-roma-sur-cdmx-_JM
Departamento - Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.409584,-99.15757,87,m²,"4,190,000",MXN,https://departamento.mercadolibre.com.mx/MLM-759660668-departamento-roma-_JM
Se Vende Departamento En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.400743,-99.16905,55,m²,"3,350,000",MXN,https://departamento.mercadolibre.com.mx/MLM-828705183-se-vende-departamento-en-roma-sur-_JM
"Departamento En Venta, CuauhtÃ©moc, Ciudad De MÃ©xico",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40773,-99.16468,95,m²,"8,352,000",MXN,https://departamento.mercadolibre.com.mx/MLM-758132783-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM
Departamento En Â¡gran Remate! Cerca De Metro Centro Medico,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405886,-99.161575,75,m²,"1,272,000",MXN,https://departamento.mercadolibre.com.mx/MLM-827489342-departamento-en-gran-remate-cerca-de-metro-centro-medico-_JM
Remato Departamento En La Roma Sur Ct,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.418518,-99.16135,148,m²,"2,767,000",MXN,https://departamento.mercadolibre.com.mx/MLM-824971491-remato-departamento-en-la-roma-sur-ct-_JM
"Departamento En Venta, CuauhtÃ©moc, Ciudad De MÃ©xico",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40773,-99.16468,95,m²,"7,798,000",MXN,https://departamento.mercadolibre.com.mx/MLM-758134781-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM
Excelente Ubicacion  En La  Colonia Roma Surnorte,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,69,m²,"2,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-829195889-excelente-ubicacion-en-la-colonia-roma-surnorte-_JM
"Ph De Lujo En Venta, ConcepciÃ³n Beistegui / Roma Sur",Venta,Distrito Federal,Benito JuÃ¡rez,Del Valle Centro,19.379715,-99.16772,170,m²,"13,354,550",MXN,https://departamento.mercadolibre.com.mx/MLM-808241432-ph-de-lujo-en-venta-concepcion-beistegui-roma-sur-_JM
"Departamento En Venta En Col. Roma, CuauhtÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,65,m²,"3,836,227",MXN,https://departamento.mercadolibre.com.mx/MLM-827840110-departamento-en-venta-en-col-roma-cuauhtemoc-_JM
"En Venta, Ures / Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,75,m²,"3,600,000",MXN,https://departamento.mercadolibre.com.mx/MLM-825956103-en-venta-ures-roma-sur-_JM
Sh Preventa Departamento En Roma Sur Ii,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.409616,-99.160995,146,m²,"7,410,000",MXN,https://departamento.mercadolibre.com.mx/MLM-823877292-sh-preventa-departamento-en-roma-sur-ii-_JM
Hermoso Departamento En Pre-venta De 181 M2 En Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.402777,-99.16847,181,m²,"10,683,750",MXN,https://departamento.mercadolibre.com.mx/MLM-818438505-hermoso-departamento-en-pre-venta-de-181-m2-en-roma-sur-_JM
"Pent-house En Minatitlan 27, Col. Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,170,m²,"7,798,000",MXN,https://departamento.mercadolibre.com.mx/MLM-823756889-pent-house-en-minatitlan-27-col-roma-sur-_JM
Remato Departamento En La Roma Entrega Inmediata Aam,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.411217,-99.159325,148,m²,"2,767,000",MXN,https://departamento.mercadolibre.com.mx/MLM-830174883-remato-departamento-en-la-roma-entrega-inmediata-aam-_JM
Estrena Magnifico Departamento Con Amplio BalcÃ³n En La Col. Escandon,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,76,m²,"4,088,000",MXN,https://departamento.mercadolibre.com.mx/MLM-812036809-estrena-magnifico-departamento-con-amplio-balcon-en-la-col-escandon-_JM
"Hermoso Departamento En Preventa, Roma Sur / Cuauhtemoc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,58,m²,"3,835,325",MXN,https://departamento.mercadolibre.com.mx/MLM-819172544-hermoso-departamento-en-preventa-roma-sur-cuauhtemoc-_JM
"Brezo Chilpancingo, En La Colonia Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,90,m²,"4,850,000",MXN,https://departamento.mercadolibre.com.mx/MLM-777161004-brezo-chilpancingo-en-la-colonia-roma-sur-_JM
Departamento En Venta En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.41073,-99.164894,116,m²,"4,990,000",MXN,https://departamento.mercadolibre.com.mx/MLM-800242125-departamento-en-venta-en-roma-sur-_JM
"Tuxpan, Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,111,m²,"5,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-788701373-tuxpan-roma-sur-_JM
Chilpancingo (s),Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,66,m²,"4,350,000",MXN,https://departamento.mercadolibre.com.mx/MLM-822059259-chilpancingo-s-_JM
Venta De Amplios Departamentos En Roma Sur Cuauhtemoc,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,111,m²,"6,580,413",MXN,https://departamento.mercadolibre.com.mx/MLM-825946564-venta-de-amplios-departamentos-en-roma-sur-cuauhtemoc-_JM
Venta De Amplios Departamentos En Roma Sur Cuauhtemoc,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,228,m²,"11,400,000",MXN,https://departamento.mercadolibre.com.mx/MLM-825943789-venta-de-amplios-departamentos-en-roma-sur-cuauhtemoc-_JM
"Casa Roma, Solo 7 Exclusivos Departamentos Con Acabados De Alto DiseÃ±o",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,65,m²,"4,900,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799997292-casa-roma-solo-7-exclusivos-departamentos-con-acabados-de-alto-diseno-_JM
"Â¡bellisimo Departamento En Roma Sur, Cuauhtemos! Remate Ban.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.418518,-99.16135,148,m²,"2,767,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826728659-bellisimo-departamento-en-roma-sur-cuauhtemos-remate-ban-_JM
"Mm Departamento En Venta En La Colonia Roma, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,1,m²,"1,455,000",MXN,https://departamento.mercadolibre.com.mx/MLM-805087936-mm-departamento-en-venta-en-la-colonia-roma-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,906,016",MXN,https://departamento.mercadolibre.com.mx/MLM-816121628-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
Jrp Se Vende Departamento En Roma Sur Cuauhtemoc,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,90,m²,"1,455,000",MXN,https://departamento.mercadolibre.com.mx/MLM-802491543-jrp-se-vende-departamento-en-roma-sur-cuauhtemoc-_JM
"Departamentos  En Preventa -  Casa Roma  - 112m2 A 236m2, En Col.  Roma",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,236,m²,"6,580,413",MXN,https://departamento.mercadolibre.com.mx/MLM-766939521-departamentos-en-preventa-casa-roma-112m2-a-236m2-en-col-roma-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,790,664",MXN,https://departamento.mercadolibre.com.mx/MLM-816109103-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,87,m²,"5,138,544",MXN,https://departamento.mercadolibre.com.mx/MLM-816107555-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
Departamento En Preventa En Roma En Nayarit,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,87,m²,"4,700,000",MXN,https://departamento.mercadolibre.com.mx/MLM-808234942-departamento-en-preventa-en-roma-en-nayarit-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,146,m²,"8,660,936",MXN,https://departamento.mercadolibre.com.mx/MLM-816127897-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
